country,market_segment,adults,children,babies,customer_id
KOR,Online TA,1,0,0,ddc3bdfe7ffc12ec7080845aa236dd6a5e92b4a9023a8e7a8c69c86d1756a64a
HRV,Online TA,2,2,0,7159b1a08b9ebde0ef1b90d00da2f558273b138558b06a7d2a445331d22288f9
ZAF,Groups,1,0,0,632cbc6f3f0a020182d416c04cfebda7e352fa28cc4fa23e49a64fc468ea40d8
HUN,Offline TA/TO,3,0,0,5cf917976ecb07a8af364b845219c476794e05081427cb9ec62e726ec774f921
FRA,Groups,2,1,0,dd942d2fc85b2698c77821fbd4a9c0b2b426ea74afcdb679c2adfafe4b044e62
MEX,Online TA,1,0,0,7e84d4ddc6f48eb0decab38d69159668d3325f3b8088f0bbaea0ff69949c497e
GEO,Online TA,2,0,0,dff0a823de85e99b06058ef9bf7f21c417785111aa4e517d9f145bba1dc4e18e
ISR,Offline TA/TO,2,0,0,a4b4adfa25895994788c4c019fbd5b0a680283e3d7af6e4cb41406ff75873c5f
GRC,Offline TA/TO,2,0,0,9ee5c3fc22865505a138d45c4bcaed615b659758d9184908edce4110cffb2448
GBR,Online TA,0,0,0,23c54f24a146d2d50679558ac47f0c19f4be51506cffa10fb1eb2ef25d867ca2
SRB,Offline TA/TO,2,0,0,57e8a9e4fe747127774940cc35177b1ce60a79f05577e01165183a012c4cb0bc
PRT,Online TA,0,2,1,34a4a500424bfcf68d2ebe977712a0c9feac4cb2221a3813e757fbf4d16a1330
GBR,Direct,0,0,0,dd4b9456c4a25159ec235d29c5d3eb822227b099a29b4f7d085225fa37c37edc
ZAF,Complementary,2,0,0,c390f25e979e8873c3ba8dbf8b44ed0ceb85fbabf32e9fc17160b5e581d40bde
PRT,Complementary,0,2,0,3d876638801f42411b35487813f0ddbc40aa94b3c10c4228fcb8fd464951d4e2
JPN,Online TA,1,0,0,7748f871c40859f7acee803221146647511ce554e68c9035dea1c09a49958e26
BLR,Online TA,1,0,0,50787910084f3c70d004248fd8e6c674025a16a7a8216b3ef1b1ae31b9c2f964
KWT,Groups,2,0,0,ee24bc10754f32a0a8b8c37a17062ba291b413f560574923acaebeaf75db0f96
IND,Online TA,1,0,0,3901130c8a33ea64fa9a19bc7242a362270ee477203bf409dac65d092a5232e1
KOR,Direct,1,0,0,316e461488ef5c4c06c4ef9b026b76fe375437dcbf3b2415b574f3cef7aa391f
PHL,Online TA,3,0,0,319f6da35306a4a951a8293820f76030683ba99c9f09a79c60b0adfbf5efdda4
AGO,Complementary,1,0,0,c1a13c1919bbd772777a8629fcda93bfea86e743397477ec86385ca79f1cdf54
DEU,Online TA,0,2,0,0ef1dd4bacb24d824bcbf4e9140bca280e7ffe51143aa435fbcdf5742b7a3377
CN,Offline TA/TO,2,0,1,e86c817f075e2be2aa12704df84676fc89933003a485214dd895eac25da1519f
KOR,Direct,0,2,0,40f8dfa28ba0db01955a14025496167a6f9d88e1ccf3deb30dc99d98c385ba4c
HUN,Direct,2,0,0,05733de6dbd61ef42d9417edcd3ca377d6a7f246129e8f04728bf4a687fe26da
PER,Groups,1,0,0,bbdeb2d98c014e3b1b861826b6fc6c289723b9c662c12c43c03a738e249a2997
BLR,Offline TA/TO,1,0,0,2d8b0e23c13e8fe75f0933c380a22d3ba08434ef08c7eb185169f3d14e01ef45
FRA,Online TA,0,2,0,3a9160b4c0adeacaeb6e8e6636e1ae0fcba2acd3a155e911ee606bd000a8d1ae
FRA,Online TA,2,3,0,3c944e7ac68f38fe08f2bbc31029dec4a7393db22eea66a42ac88aabb4606a7b
DZA,Groups,1,0,0,beb82a25dab32b01c7148fda2c013ded0eb2cf60a7591fb55d65c59e27c81611
CHE,Online TA,2,0,1,6890589f70a8943a4063f91dacee432dd55a67d3c54e8afe5ce7fc22e847d189
ISL,Offline TA/TO,3,0,0,000b1bb9265307c4d2f8c5a91953b17fe1ddb7e203a967929bf2f605b9863550
BEL,Complementary,1,0,0,fca2191905eac32433f73a0bf0ebac0a56e06c9285c411311c449022738cad41
AND,Direct,2,1,0,59f4c3428932eb8842b7c02af692cd888c15e5fa57e156e566716fd3abc5cb9c
ROU,Online TA,2,0,1,1446435336173983fb01fac8c631dc10c8deddf417795530a56ba8e5ceb1a17f
MAR,Online TA,2,1,0,5c7891e0280a4ecc8f0d401fb4877955dfa256f3e7562a8c9c10ccddf4241d95
CZE,Groups,1,0,0,f551d9ab25b71456c18e9160ccd5472dd103935d91d5a75bae2dbe803cc072f1
PRT,Online TA,2,0,10,5b91ccecebc34450272cdc46b0bc97db430127ac75860d69318606d0a773898d
PRT,Direct,0,1,0,4e80398b80b0074bff268f70423df58ff75e8c818a424f088e60ac141d8793cf
RUS,Corporate,2,0,0,f5d76b3af20a50fe7aa06eb1045f1e3ce1e76b4f85481242c7e316720e69fed9
EGY,Offline TA/TO,1,0,0,e90d6a05b0a14989d38f91d8e491b2dde0a2ef85ce22be740f51e1689176481f
PHL,Direct,2,0,0,dcfa3060eb584473d46536229916594769dd1d9adb5e269473fcd3e720eaf985
ISL,Offline TA/TO,2,0,0,4e376657a42e3a6822b27fd5cff4746d69ee6801d626124cf1310df282ad74da
SVK,Groups,1,0,0,a3d4a871c8dc0ea74ebea9c86cd7c4386af848e02517730841da51852df905ff
PRT,Online TA,0,2,0,0309fd4bed47c34708078c2e604ea7e6558ad2419604f4121bcd6537c5810af4
DJI,Online TA,2,2,0,972db645471fd11587d9c0b5dc5cae6e6a23ff35dc2e33ada3c88d77beeba315
SVN,Offline TA/TO,1,0,0,737d641cb1b3f8dd0c8a33e3aadf8bc9ec3f882ddd04663912436546b8811905
KOR,Online TA,3,0,0,126027effcd13cf1bbfe6bd82e98e9e4d1d87d76970af9cdd2753580c7dd00ff
AUT,Online TA,2,1,0,0d83c0f188f2ba7f0d155b0478ae6e10fec51d5802e3be585e590b211d86f2de
PRT,Online TA,2,2,1,e5b6ef8b3a74246c494d2257d2ee95fcf5d616cf333c21dad605484eb21741d7
PRT,Complementary,0,0,0,d4ad1c73e13572c5917696fcc659077a3e7e501db9bb62e2c14d7a7bc4dc5120
TWN,Online TA,2,0,0,e43b9907fb181b9c9feec8c6aac7f4a7acbb68c9b2af43c1699dd37a65f8d3c5
MAR,Direct,1,0,0,818c9de89f677912a1af7385aa3c52c01972404fbd9dcf8bb7352ac2f26f9f51
AGO,Online TA,1,2,0,deca528f52133dca4168f24bc69487eb8e216b0381a46a6d9eec6bd42cdee9c9
LUX,Online TA,1,0,0,fa166307b3a597e9ef71a48f2b669677289e3dc58dd78aa5584cb0b362ecd0b6
KNA,Groups,1,0,0,a548b23023ea1e578d65c72846bfbccae00c06a684c5094c32a9fb88d39bb8db
DNK,Online TA,2,2,0,ec3a39fc1448ac3b9f56a35588b67e87e6e26a576b8c3959a5abec184a9f38eb
SAU,Groups,1,0,0,f5a1251fd93ff43ddd405d5bc3156f4f68d8a7ba3242afc5ef22ddb6d1498a9a
USA,Online TA,0,2,0,f9a3333127e42bc59697700ce638d78af6bb06280fa147708500d99716d2aa5e
GRC,Offline TA/TO,1,0,0,ac0e9f00936b0e5675ab25ff0a9c1c29d23037031d1142ad3c3f18a015e984ae
ECU,Online TA,2,0,0,9e242491b4ac59309e2481ed7e547b4117748861b05ef2bc32f6dd81444733cc
PAK,Online TA,2,0,0,d0aabe3e921f2ac3b2c9596005f46625f4707a649edf408452fb28f8dbd501da
SGP,Groups,2,0,0,e3177c211ee087e07df42e6c0a6b1016ec92eb8a5082f8189e0444a06d847033
SWE,Direct,3,0,0,758e0457671e02b25d33c3f0e38e5eb7b92545e6384d54d3c984aa384fb45465
NLD,Online TA,0,2,0,3bd2657cba4b74f3eff8eea08722d4516878128715e11e157e26693720bea2bd
GBR,Online TA,2,2,1,ce687c21a7d200796cca5efd7e10911ae17f7c0e08f6e60d19622bf2ce60fa0c
STP,Direct,2,0,0,071c962476b11302898003781f3e492a75613d4935cfe1e6fb396fd81e5198e9
ISR,Groups,1,0,0,93532ee3c290d7083f0c6946a20d338c6113ddf3ef5ded3257810d92b09e2232
ALB,Direct,2,0,0,5bee7cbce752de87a9f5e77553e72890b7e8cfe769044088a4a4995f7d63fde7
FIN,Online TA,3,0,0,1ae4907183285a61a48e0aaf0b20af22f26b9ac0a3fcdf50599bd3dc3d623b51
COL,Corporate,2,0,0,9743b65210568bb25c91ad5787368173b64f2db2b081028ba08923ac1cf1d2e2
CHE,Direct,0,2,0,5abace75d0800050cd3231ba3e921cc1f50ce8c44b4d3355508d36a5a30b5b89
BRA,Offline TA/TO,2,1,1,e20d3b2c4abe0fd6ec3e4c9acfabc7f107e5b47eff43f190a61917ffe863671e
LKA,Groups,2,0,0,eb5a267206a4c044946e98531d71f1a4b4e5feb978e6c11c79ab2076fa8c504e
ESP,Groups,2,0,1,42d7f0e82cea8121f6596aa53f82842d7e332b14f6d4094eb62c9aac981671e2
CZE,Offline TA/TO,1,0,0,e4a74f23c61fcfd0062e33e50c8d22f5e85842b764daf2b65d47d115ebaa8aa8
NLD,Online TA,1,1,0,46dbf1873cabb78176e588d15048863f6c82a1e5fa9c53677daa4147c4a3c2f8
JPN,Online TA,2,2,0,a52f6b0e357ba7ae46f9325a61fb9496d85f47d26b473577e8522c9d7c6a809f
BRA,Direct,2,1,0,9c7a98fa99e6f5d3112e24cb4340726d3a840d6cce9049af72460b687469b375
USA,Direct,3,2,0,3227f8e27793633b940a8473e1d5a28b537a7324de0a6cd4bd8b122b1d0c6c67
THA,Groups,1,0,0,1e8bac7cc4b635e75b7a4e30a4c6eee640076119912c1d909413109c8864158b
ARE,Online TA,1,0,0,12ddf821b2437f80aead5135af632b71229a941823b688a1ba8540cbc5311019
ESP,Groups,2,1,0,2238f1a6c3e01c182c5115d3f04c0a67b09a23fa235416c5dcc561e8affb0d41
ZAF,Online TA,2,2,0,049bf6a67eaad2d09e6c43dd8e5f294d3393ef941f5ad8d989387147a315d973
PRT,Online TA,1,1,1,443caf5a575431c037f3c927c52521202a4eac7745c8c921cf9e852842ad5c2a
PRT,Offline TA/TO,2,0,2,15a382f1dd938aaa882e58c1e39ed7e5496b424df43c36f13e1d5c22b3b0ef4f
DNK,Groups,1,0,0,f4d5b6e71e2e3f8a8d9367ced6ad3c85e78a02e089ca2da27ab165e0a120fe72
IRQ,Online TA,2,0,0,46452aac74d0d8d8aa08c35dfff10dd1ff4e93ca91fb984abb0caa31980d572b
RWA,Online TA,1,0,0,6e77cd8870fbb240072bf8ffb98f71fefe19a8e0d26b848a92cccac81cfe40a1
LUX,Direct,2,1,0,beb6e83c3531f3e0baf8093d979974c3334e001675e4bb9cfb92460fb3e3dc3b
CHE,Online TA,0,2,0,6477928cfcf857dd5ce3d4c3be732744231365d6c1b5adf88b264e31f60a6059
ESP,Offline TA/TO,1,1,0,5eb2e2ff82bf0b664efafadb4b424a357d09cf40e68d52db08f3d38bc504e424
NZL,Groups,1,0,0,fcd46bc334425acc87022c51f494f0be82efce8dfcf14ae294de92e6b830a63f
TUR,Online TA,1,0,0,063e56e46464fdc2a8355298ae6e7148a18bf15df0e7240c861e84d9140b663f
BEL,Offline TA/TO,2,1,0,f7c999433c4953c07ceff22470981446169087203286734eceacbe5672fccffc
GBR,Direct,3,1,0,f07b160b547483c0263e11727237931ef36dbca261e88d844f64fa04fba7315d
ECU,Online TA,1,0,0,1a4f15a2ad54957d6bef2c88ab9e3d7fc95238980e1f7db2a239e55757190d2f
LUX,Direct,3,1,0,0f0692498f05268626aba3c78a67862507b30a80c036086520dc2992614c76fc
MAR,Online TA,1,0,0,072171a6da2dad4a5586ec3d653406ffb8b4373b5a765ea0c8a9a150b9c06f88
CZE,Direct,1,0,0,801edb8a15a84b05b1e13c5bcf040cf1eb6e80430f4509bd5c01d6fcd1055586
MAC,Online TA,1,0,0,6fc326d94e2fbab5dda3e0ad18198e0fe808ea72b9296c5ab577386580adc08e
CN,Online TA,1,2,0,ac73693558e486ef18403bffcf526ceef6a6aa63f49efa1fb18ee010d98d4a1f
LBN,Groups,1,0,0,05c820b6e5e8cf55ac36285e017ab8279612ac44603d756306e9846333b9464f
IRL,Aviation,1,0,0,e11f1730f897f456a55a170752b60a05e87d6d4b74c144a5e3d27aac4ed210cf
SVK,Offline TA/TO,1,0,0,bbb68962ac18337fdaa130cf4b812df79faa29b93b4edccced1ac635ba83d9cf
BGR,Direct,2,1,0,3ebfad81841e151e543c317a8521c035d362c814452aa2729281c7e7942f465f
OMN,Online TA,2,1,0,f0a621ca9fb1b5def8a602026dc0d2009bab2e0143930f7f249d7da3cc98400d
SVN,Online TA,0,0,0,55c6ddc3b1e83549be1054583cca84a8766213ab414ffb66a1d59978be7e3542
KEN,Online TA,1,2,0,0af85d5a3af5a08343dacd12424f5f7fc7610c2f2be8d72580dabe691a801fe6
DOM,Offline TA/TO,2,0,0,93a0821a623621bf9715e6497dbce778371c6182166dbd9513e654da457f85e1
LKA,Aviation,1,0,0,d482b81780ca3f5fab6c03afdbcee03ebbd9ffed43eb6c7a2f4146576642b6ff
SWE,Online TA,1,2,0,11145b865db88d83ed9c29e51a840e525c6dc9f0ea2e1257afcf824453352a11
BIH,Online TA,1,0,0,8d2b5305a45f070be80d337881aed03c6895104fe67f1a44aaedd3b39d0eb568
NOR,Corporate,1,0,0,fe643640e7d043f8499dd1e056799882d42a56bb06271e082babdc83cd2925c6
CYP,Groups,2,0,0,2358f5e91fb41318017314b7d5e12eda927e6b6dfc843122eb1419c5b4d737ff
PHL,Direct,2,2,0,2d8c66cd4ab0753915a94bf8cb20b2d0ea1c63d7c3af9e66649cf6d656d183ee
DZA,Online TA,1,0,0,ae9b6afc0208ad7c39840ee01c1914e8d6e1d279077beaeaddfadc53deaf216c
UKR,Online TA,3,0,0,960f389f203c1c1541c1723933faaadf9c3dbdfae2297de99038f2e9b2d318fc
AGO,Online TA,1,1,0,4455f7b53c47584cabd583c6b22aec9b8b20547138e7ee7898a8180e1b65f197
PRT,Offline TA/TO,0,3,0,a39d6f70944bd019cdaa1e37388e673c22d5ca037484bf4fe3c4d9b9a64aa9d6
BEL,Online TA,1,1,0,2b4f91be527be963e1e320b6742144ff81bd1133b597667440867be1ff01ac86
IRL,Corporate,2,0,0,1a1a175d09e87424f92144deb8cc55d51e31a80520340e5b51814d4fcfcb8e6c
ITA,Offline TA/TO,0,0,0,415efdcc47ae33c1183b451e8b8d7daf28e3b5dce10f5b88f5b0844b4be1ff84
JOR,Online TA,1,0,0,1e81759db4ace4c583cdef1d18e93714ee46935e2e6f16e9dedcd379e436de85
PRT,Complementary,1,2,0,90213e68fb6da11cd777012e700f7c19ff8b2d91e610c8d151cbdcf341b89661
SWE,Online TA,0,2,0,7e7517890472f96a31a7d572373d683880a57167f2e7bb7f82df7cff302867ae
USA,Complementary,1,0,0,b4c7736a1ee13f9f40a1f63c7b57db25046d280dba63ea09319ccb7abb18c453
RUS,Offline TA/TO,2,1,0,e8164f9049fbac8a445e0f65b92b0788a4f57fe8d24c42322d5e826faaa0b366
TUR,Offline TA/TO,2,0,0,db58c9ccfb5b1d17eb45e4c5b470848149a1cff1b3c6c7f96f3f44a31822511a
BEL,Direct,2,0,1,e3902ff6657a3023022c1962519d73294d6e63fe844db6322bd012eb2251cffd
MRT,Online TA,2,0,0,a8056483cb85c7198ea4d9ad2829ddbb7135bc6a5970531d28abf8c29fd4737c
ISL,Direct,2,0,0,469140fcb2a605f01934687965eb386d8d875b5e4d49c3464d0fcd0758c7ef00
CYP,Aviation,1,0,0,60b0d7245174acb608b3ebef5efa41e412d07cf60f7be3a1df5d8cc006f23caf
BGR,Online TA,2,2,0,a5fe55fd3bf347d3b0596ca638e4bff686addff708bd18cf685c313dc4a55880
DNK,Direct,2,1,0,d60d2685fb48d8e8b52db335ab207ce49d2df1287b222ff66ad72f89c6b39eab
POL,Online TA,2,3,0,625a78cb7b222139e33a98af59fdf23b4c4a2ee1e0919794635acd148ec447fa
EGY,Offline TA/TO,2,0,0,152579b882da4d0691474b0938bce1d7b896b8646e2525d68311db67fa9ad65a
IDN,Online TA,2,0,0,a610e1c18cfb39f92324db47720b6222bdbe8646efe9b7f124f694c63a45a9a3
OMN,Online TA,3,0,0,038803acfb37182f4af68b18caee2b01a8b0f9c73120932cb27f8d9172333c81
PRT,Aviation,1,0,0,59ebf23475e873fc31929007771d4c0fa24d362cee5149b5c68686330fe7a309
TWN,Online TA,3,0,0,18b55fed18580ea8c6a1a584c0380196e5bd28d0e34844031bf6e90e647fba7a
COL,Corporate,1,0,0,df902fdb3a145bd7969b0337aa17885f0fb80fdb30d3c94c9527f84666dc0b35
POL,Corporate,0,0,0,c3e071cdec80ca9a6fc94617f1141819dbc115e2901c448890e185cf92a8b593
CYP,Groups,3,0,0,6b0b359a9b0cb4644b0a6c2cae2f2a828f4a55ec39bb04b2ac033f97507ee82c
DEU,Online TA,2,1,1,2c86116eec6c04d49c6ec2406f8fb9d44e6edc689623642df0ccf9284052cea5
DZA,Online TA,3,0,0,ca8679556c672d7be6272a982a3a586cda086ff1eb52b40570fa0f7424d1ba66
EGY,Online TA,1,0,0,d1ece590b33916530b134e9b4383f473aedc693894d48c45236460d9b82f3e2a
DEU,Aviation,1,0,0,3b3439fc5b359766db1bbf65430a6bfe8fa51247e92789324081d87dc21d4e1a
SRB,Groups,2,2,0,bfa4747083425a30918c9528af007ef3edad1fa4352e89b9a530eb0010f20731
CMR,Online TA,3,0,0,d902832c151be163a15ac3640af5c099f730fca17613f42cc22ea06e45276ea7
COL,Online TA,1,0,0,ca150a9506cf07454980d7354895a884989076f191b95b49d59b7ca02cf535f1
KAZ,Offline TA/TO,1,0,0,10a3f4ab77b78fecd95f82661ebd6adf9a67b415cf9f138a2506eabb8a147dfd
CHL,Online TA,0,2,0,8d7940c2b383b0b5f81fdd2b16f9b4f1a40f312f3f116e8c8ee3415395403c13
KOR,Online TA,2,2,0,c1fb0b7824b9c82b228361aeb0371e59b5c91e8ab1270028fbe61c2fd45c22b3
SRB,Online TA,3,0,0,f7f3d06c838b6a1337c59971f55d281cde8da49ac011d44973a13cece0d42e4d
LTU,Online TA,3,0,0,e8ba8d471966efa7d646b907455e5d6792cb6ac488719ab90aa31bed0c87b889
GBR,Online TA,2,3,0,6121b7f2c7902c43acd732cec77e942c682bb9df272e47be3b3f9e319f341efc
RWA,Direct,2,0,0,b89106bdefcd08601f9527318eaa3e1a668b7138efda15efc9ea3683b91ffcce
ISR,Online TA,2,1,0,cf95a19f19b2e771a39aa5e00c0c538b85178812aefa60db6059aab379dbfa4b
BRA,Online TA,0,0,0,94aec85b8d2bacb090929ae93e2d4bfbc3afff4cc240b2c4a45d8081bcdb0a5a
JPN,Corporate,1,0,0,29f8d1edda5bbfcc724d253ad3357ff80d0d867a027e24c97d3f684229af4bf7
LBN,Online TA,2,1,0,36cba8979675eb946f4aec21053971e9bfa5b665c4516fee9e36d6a3f2addcaf
GNB,Direct,1,0,0,f5d1a83e7e120c9e98dbdc1c9a861c81982406eea4bed22bd6a7cb919d5e7341
LUX,Offline TA/TO,2,1,0,0f36b6d78ffc8d595d7be0bfbbe53a00e56205241e8a679e5046f1320b411cbf
IRQ,Direct,1,0,0,4f3149129c30ba9fba6a1188f5e1954f22485f5624d94aa6bbf16cd0a76200e7
KWT,Online TA,3,0,0,2fad612b54ead0321a869b7f71ea75c0ddc3dc03064be5d0d0ef9c0762b9c28e
GNB,Offline TA/TO,1,0,0,0828b4ab9e73e876f56319f427b72eea61ca3fe8479d8383e29abf30b371c26b
FIN,Online TA,0,0,0,ccd07f45f168b67225dba803c33f32eb99fd29700a5968a830660ecbffa7679f
CHE,Online TA,4,0,0,24181000e8803333e8a8a9cf4264a540953dbe22f603bdd81d85a742520d1cf5
FRA,Offline TA/TO,0,3,0,1960367d69b3d9eb24321b6613136df24f3174d830a8674ece34334a43637539
IRN,Offline TA/TO,2,1,0,170030c923ca18b35241c0f6f91221c153ec71180728d34f74839fc8b5845d73
NOR,Direct,2,3,0,e835b6330024b8c62b5059b6847cff0ae3462797b6de42117e4f0235ba46182c
JPN,Direct,2,0,1,43df52d91f65071d1a28e3bd7d918d622bfa81e8c8901e1db2eef86ee0895476
MNE,Direct,2,0,0,59dc485dd2faf30019252844bec8e74dca308794bf069096e08f4c392e629079
ARG,Corporate,1,0,0,8e193bd58a82e863a62a0013a2c44d62cbd5eaa3b0efa25fd917aaebddc8f523
DEU,Direct,3,1,0,4a07f1e4c7392dda68f568a46fad09b46956b871e113e96cc3877bb3de54a68c
USA,Groups,2,1,0,cb024f71c24a8f9cdbf47b1086e8161cf882caf6d38775ee9abe04e233138546
MOZ,Offline TA/TO,1,0,0,df7325615a6491f22dada3b5f56e55fa34bfb48a8157ef98487d5234b7b2ca9c
ISR,Direct,1,0,0,4a6efcb8673965a683c3ebbbcda6c3b73fbb438f52ea32908d0548829e596650
FRA,Groups,3,0,0,2355ed667055514e370a18749bd36356b2c36d7b716be56142551c5aaac142df
CZE,Online TA,3,0,0,5ee1b22f98ffbff80d189f9b253d58c3812028db213a703fd135f2e2db974ab8
DZA,Online TA,2,1,0,d6b6984249fafc8e10e9443d3c32b9a679b71294793828575f6b7feeecf5aa3f
TUR,Online TA,3,0,0,1c77058e992b786ede3016bb44d84bedfa533b93b011cffc2122ed75feac1a22
CUB,Direct,2,0,1,1e4cd5019d004682d85932710e478de86bfb077a6c1dadcb843d08e8b7b037e8
CHL,Direct,2,2,0,9c2b067a8d611a9c33b03cb680b6932b519f6371c48857955be90fd2a2359db4
HRV,Corporate,1,0,0,17315dffa0e1525f52b59b9130c6c1f11da8d544a674de60646bb6ce179db8b2
CHL,Corporate,1,0,0,62246fab49fa547f513bb76a8972211f3db94f382fa57fb09349142247f7eb19
ESP,Online TA,0,0,0,3b3eb84ac9d6008be4d048741ad73953f5c9699cf6db0e4b37b1159584e16277
GUY,Offline TA/TO,1,0,0,a5a5e0c384bda2daa6c29cded98d77aede8b068ccaedf13c9b4563c497f2afda
FRA,Groups,2,2,1,9ef46f14d2ba4ab6b7d512518c06e13bdf161b886c0a542d17caecfde30f37d0
TWN,Offline TA/TO,2,0,0,7085b370553885b7ec253f38164ac92c2e23d9dc482305ae0a008d610af98cce
FRA,Online TA,2,2,1,c3cea644dfd0c149f40d75a163f953d3d861649936bf4c112e85bad12f474ec6
TUR,Groups,1,2,0,5030bb13841555791c5fcd977476228512b2ed379d2f7723ad79b1035a64f411
CYP,Direct,1,0,0,7cbf7f4af05c0e0288ab2fb0043fc0b6a81eea0bf29ac6a19a1d2ad718331149
MEX,Offline TA/TO,2,0,0,b6c4e54e94cba501237eb281ff353bfbf1a91f7be420b715422af10892b87e52
IRL,Direct,1,1,0,882a88b6e7b550af785263676f585c65b027c838e1e1383e9717c5d7c477ec02
FRA,Direct,1,1,0,d783b114df638eb8452cb1f121ce3ce45904e5403a0c5ee139f604cf8afcf1e5
ESP,Aviation,1,0,0,25fc0cb2aec4f2b2c635835b26250cb6f385a907464e4b3ae8f7451091d73429
MLT,Online TA,1,0,0,e56b47bcc7f5783521f6e1539f12d3f0cffc115847085792f26483a9e1a45b00
NZL,Online TA,2,1,0,fabdd377fd4c6a7d9522bcd68efc0314cc7808e8f7e77cf2fca2a37bbda08896
AUT,Aviation,1,0,0,738f466d06436f9683ac08b7eaf9d27be295672c79234677b9140a4991a02bee
TUR,Offline TA/TO,3,0,0,0c65a88390aeb405dc378afd47d5ffe2ce7e0cebba83f4e8a8c84e61030446ec
THA,Online TA,3,0,0,50a4e0a73c0aeab54640a2ea05fe4e24c969f6529310f2da6d40113b54da956a
DZA,Aviation,2,0,0,16922b9594ff8ad8f552f39a22bf6686287aa961c2d00fad3fcb05a1083cd65f
BOL,Online TA,2,0,0,03224c7d7d94e59813277b552fb72e9bc5ef8047ed49e788067aa9dde3955e8a
BRA,Direct,2,0,1,b9f69f54d649b9082c26cc4a54be8e4ebd1eb74e1dc9d8ef0aa3c05f5d2d854f
LTU,Offline TA/TO,3,0,0,2546732f95d70fe6c42dfa3f80798a179aedbd320790c4bf92ba3b2c9549b572
CHE,Offline TA/TO,2,0,1,09f7b0b4845da3077709ae3078d83fdce631854d1930b07e0ea8aeebdebd237a
ESP,Direct,0,2,0,9d4271ff9441755ff24e8b18fd4e81264c233d626f0c7092b87d57b9b454af34
UKR,Offline TA/TO,2,1,0,cc1dfbc241e23d0f593263208236af88500975990d3fb9230bb1d4482c2b0c01
BRA,Complementary,1,0,0,e4598e59f73e9502212f6af127cb33bc4493fad6a4f3d70f02ee9df8f0f17422
CHL,Direct,1,0,0,23a95c13fd34c40193302984ac92a8e3fbdf8f583dbf35539425bb0318afc9b3
OMN,Offline TA/TO,1,0,0,ed73cc566ca88a8238a78134b19ec909659a7c4122e4c1843cbf280f15af0ec5
SVN,Corporate,1,1,0,649603bbbe92fa43ff67d19076f1ba55ed1ce54f6f906989ef228349c3e439fa
EST,Online TA,2,1,0,412e4c0474c1bd48db9b0542342fabcdc993caa5ac20d25b331619a73106bccc
CMR,Offline TA/TO,2,0,0,ea37687dfbfc35e982583a15cd55f246d7756db6bbcb8a1f789f3be96535a8e7
AGO,Offline TA/TO,2,0,0,b4b2c70d857bfeba1877167589c2d9b7ebdd925de43f2075db7f7dc749974f1d
EGY,Online TA,2,1,0,1451c89a969620db1f7e3ea9cb86505bc45d392fa3a2cac696645b1fd134cba1
DNK,Complementary,1,0,0,5ed3eba72f381966090fee08668b3360bc3dcad39ed8e4aea4379fc96f05d6ca
CYP,Online TA,1,0,0,7743be840538b3acf200decd54a646726fad502c41068a2b069b46d542605b48
BIH,Online TA,3,0,0,898814c7bda1dcff5de456deefc2431a4a5374effcd534c81f1d0c64bb94ae11
ZAF,Corporate,1,0,0,23c24d278a143a4414d5656e755eec5f1f7b5e8e6aa06308016134ca000d5488
ITA,Online TA,0,2,0,3bec388baae1537d708aec67138cf58471413ba72b1881e14d7ba7f1205a28a1
KOR,Online TA,2,0,1,4e60861b6d76d3a8f57706d7b97def31fa42f280db41ebbb87f99a9dc7e33a42
ARG,Offline TA/TO,1,0,0,b81cba67fc35327401f892ef689827e6084e80450dd03e528674b2e358decaa3
FRA,Offline TA/TO,0,0,0,efe2bc072da1ea18a13b46e260c6984c5438523dc33f4d99caa3978e62860582
CRI,Direct,2,0,0,3877cd033ce6ed008fb872a7623741f020488a499f13e766728a004ad1777c5d
GNB,Offline TA/TO,2,0,0,30e39795a46bf9f373523d5e72d256dafef4894efc4ee3010ec1c469714562e8
BRA,Direct,1,0,1,7c0641decca3bc4d7aea38b3123b5e5b5a6303303cc4b5f3cb4551eb8d37b2c3
URY,Offline TA/TO,2,0,0,8a64a430a4e852151cb50ece53ffeb6c3ad81dcc3b03221a7f2629d458ca060b
URY,Direct,2,2,0,2772c0b36de5a50d58a61760cbcb940aaf46ebcbec57cc59639bf0acc64c794e
ROU,Online TA,0,2,0,bd824a81a825a5beade779763b97b20b88f66a80e1c7c56fc81550e675a2ad99
AUT,Direct,2,1,0,f5ec37e405d0d18938902b9f0f3922dd92cc05b9268a9c346ee7e26e748519d3
DEU,Offline TA/TO,2,2,0,64a1f9d6bc2074dd7a3a091fb6477ce202beee2699df2a7c6bdc0f433cc0c452
PRT,Direct,2,1,2,6978bcc2492d7c1415905477ea5e962162ebf3b4066eaf783d281adf35ea85d2
LBY,Groups,1,0,0,1a59379ff0a93e67002dbbe763ef23e2f5bb23ab546d3dcf7aa98be64a259ae3
MEX,Online TA,3,0,0,942b096425c8f0d7e2f0d6f69f8d2c1a3e4e620f1da3593cae5523ac945fee6c
PRT,Complementary,1,0,1,946ab435bb82a8f7f6110fa3993a68631f994d06b58637b4ae282313699a1314
ISR,Offline TA/TO,3,0,0,dbb37eda8a7f50a844144dfc80b28422b332290bb6993c7fd7a5c0d7c3013ebf
